"Mass"	"Uniprot"	"ProteinNames"	"Symbol"	"Intensity.AROM_Rep1"	"Intensity.AROM_Rep2"	"Intensity.AROM_Rep3"	"Mean_arom"	"Median_arom"	"logFC"	"Pvalue_limma"
900.49165	"P48678"	"Prelamin-A/C;Lamin-A/C"	"Lmna"	0	16091000	20367000	12152666.6666667	16091000	2.29216426426217	0.038293027923845
3303.6776	"Q3UPH1"	"Protein PRRC1"	"Prrc1"	0	5354300	12340000	5898100	5354300	1.50221097248666	0.185593657121981
1418.7518	"P07214"	"SPARC"	"Sparc"	7505200	0	4349500	3951566.66666667	4349500	2.47181432246519	0.0472277273859238
1111.5411	"Q9D1M0"	"Protein SEC13 homolog"	"Sec13"	10504000	2031900	7174000	6569966.66666667	7174000	2.95742450211582	0.00651287392381888
987.49852	"O08585"	"Clathrin light chain A"	"Clta"	38574000	22913000	49410000	36965666.6666667	38574000	3.29409674433975	0.00324326217900409
816.43413	"Q9DAS9"	"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12"	"Gng12"	32991000	2155200	29150000	21432066.6666667	29150000	2.4838514672646	0.0391090755224174
1982.9738	"Q9WTP6"	"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed"	"Ak2"	30539000	0	25922000	18820333.3333333	25922000	1.61060082312902	0.221241889087605
1250.6619	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	6332200	15442000	30675000	17483066.6666667	15442000	3.10631386329458	0.00595965823581251
1724.8733	"Q8BWT1"	"3-ketoacyl-CoA thiolase, mitochondrial"	"Acaa2"	145280000	102300000	191100000	146226666.666667	145280000	1.7970895554737	0.0863944059760294
1272.7078	"Q3TEA8"	"Heterochromatin protein 1-binding protein 3"	"Hp1bp3"	12572000	6677300	15270000	11506433.3333333	12572000	1.97901608952288	0.0611908218027067
910.45487	"Q00612"	"Glucose-6-phosphate 1-dehydrogenase X"	"G6pdx"	21329000	12808000	18966000	17701000	18966000	2.15518498464113	0.0401378715416427
1410.7718	"P35486"	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	"Pdha1"	9244500	4783700	8788100	7605433.33333333	8788100	2.08046687374816	0.047749341058986
1760.9052	"Q9R0Q3"	"Transmembrane emp24 domain-containing protein 2"	"Tmed2"	56432000	18085000	2523600	25680200	18085000	1.71845914023176	0.130070848834694
1615.7188	"Q60854"	"Serpin B6"	"Serpinb6"	69968000	36897000	18970000	41945000	36897000	1.55886510695606	0.139104739742577
1165.5139	"Q9EP69"	"Phosphatidylinositide phosphatase SAC1"	"Sacm1l"	6650900	3616100	4050800	4772600	4050800	2.25208007809515	0.0323412702526272
996.47639	"P54869"	"Hydroxymethylglutaryl-CoA synthase, mitochondrial"	"Hmgcs2"	54880000	60793000	153400000	89691000	60793000	2.59235165932943	0.0347480449453654
1145.5751	"Q9WUM3"	"Coronin-1B"	"Coro1b"	11925000	9179300	5042100	8715466.66666667	9179300	1.79602558549194	0.0976838149199562
906.4447	"Q9CU62"	"Structural maintenance of chromosomes protein 1A"	"Smc1a"	9357400	4631000	7151100	7046500	7151100	1.90598315468789	0.0740933266218438
2486.2388	"Q8VDD5"	"Myosin-9"	"Myh9"	0	5175800	4182300	3119366.66666667	4182300	2.32071776722974	0.0303977872513377
1158.6033	"P97371"	"Proteasome activator complex subunit 1"	"Psme1"	48239000	5983600	35458000	29893533.3333333	35458000	3.34215614594354	0.00517757600649417
969.4556	"Q8R1A4"	"Dedicator of cytokinesis protein 7"	"Dock7"	9644200	436890	1883800	3988296.66666667	1883800	2.12100196570359	0.0558392456858044
1010.576	"Q62000"	"Mimecan"	"Ogn"	25700000	39401000	180250000	81783666.6666667	39401000	3.66389992305162	0.000946484565286712
1214.6255	"P46061"	"Ran GTPase-activating protein 1"	"Rangap1"	8002200	4148900	7417000	6522700	7417000	1.71263305501672	0.116867621516804
813.47085	"Q91WK0"	"Leucine-rich repeat flightless-interacting protein 2"	"Lrrfip2"	34455000	1220000	4090700	13255233.3333333	4090700	1.53302117362781	0.228508410766753
1555.8206	"Q9Z2I8"	"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial"	"Suclg2"	16444000	11468000	26803000	18238333.3333333	16444000	1.60187599989871	0.124242657422638
1168.6604	"P70336"	"Rho-associated protein kinase 2"	"Rock2"	2603000	1462800	2610800	2225533.33333333	2603000	1.6300292351085	0.121861751919995
1585.81	"Q9JK53"	"Prolargin"	"Prelp"	88500000	75395000	189540000	117811666.666667	88500000	4.55556989453245	4.84857141574932e-05
1093.6495	"Q01853"	"Transitional endoplasmic reticulum ATPase"	"Vcp"	58250000	20904000	93579000	57577666.6666667	58250000	1.9161540050189	0.0762456179826669
918.42292	"P99028"	"Cytochrome b-c1 complex subunit 6, mitochondrial"	"Uqcrh"	8654800	9708100	19442000	12601633.3333333	9708100	2.77424703774673	0.0107101825676863
1746.8902	"P61089"	"Ubiquitin-conjugating enzyme E2 N"	"Ube2n"	59106000	31161000	58098000	49455000	58098000	2.63731430671474	0.0335164107531668
1266.7296	"Q9JMH6"	"Thioredoxin reductase 1, cytoplasmic"	"Txnrd1"	10926000	7423500	11274000	9874500	10926000	1.72631414840187	0.0980485753466447
748.37893	"Q60662"	"A-kinase anchor protein 4"	"Akap4"	2057200	0	5078800	2378666.66666667	2057200	3.76107083659827	0.00109299357345721
1349.6068	"Q91VI7"	"Ribonuclease inhibitor"	"Rnh1"	19349000	15858000	23697000	19634666.6666667	19349000	1.9866104271344	0.0566163860824036
1394.65	"Q61233"	"Plastin-2"	"Lcp1"	0	5385700	6534800	3973500	5385700	2.61752139697854	0.0182243092918384
1151.5683	"Q08288"	"Cell growth-regulating nucleolar protein"	"Lyar"	11605000	1521400	3815400	5647266.66666667	3815400	2.26787524312234	0.0881672929848003
1589.8889	"Q9JK53"	"Prolargin"	"Prelp"	159950000	116170000	296130000	190750000	159950000	5.51714360520709	2.01026684081817e-06
755.41775	"Q91V61"	"Sideroflexin-3"	"Sfxn3"	11230000	5123800	11885000	9412933.33333333	11230000	2.39909605420157	0.0243737131985015
1584.7896	"Q9DBG5"	"Perilipin-3"	"Plin3"	23307000	2457200	23417000	16393733.3333333	23307000	1.64812345495466	0.144397493091635
1198.583	"Q05793"	"Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide"	"Hspg2"	6837600	5576100	8726900	7046866.66666667	6837600	3.17067820804238	0.0033174707417424
772.40792	"O35594"	"Intraflagellar transport protein 81 homolog"	"Ift81"	49560000	11920000	73229000	44903000	49560000	4.16192474555587	0.000364160654513221
1655.8189	"Q04447"	"Creatine kinase B-type"	"Ckb"	59221000	27385000	46136000	44247333.3333333	46136000	4.39425736549243	0.000125030147522385
1692.8431	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	0	15235000	22713000	12649333.3333333	15235000	2.08192238093937	0.0686352841100288
2272.1158	"P12804"	"Fibroleukin"	"Fgl2"	5965600	5905800	12207000	8026133.33333333	5965600	2.32067284785816	0.0291035086939642
1044.5638	"Q8VDD5"	"Myosin-9"	"Myh9"	10309000	5303000	0	5204000	5303000	1.58372783472793	0.14810814655169
751.4381	"Q9CQI6"	"Coactosin-like protein"	"Cotl1"	16677000	10618000	24590000	17295000	16677000	3.18073253447184	0.0030097839149639
1368.6714	"Q1HFZ0"	"tRNA (cytosine(34)-C(5))-methyltransferase"	"Nsun2"	3348100	2800200	4679200	3609166.66666667	3348100	2.00881840540137	0.0555103563389833
893.53747	"P26041"	"Moesin;Radixin;Ezrin"	"Msn;Rdx;Ezr"	55086000	38641000	50815000	48180666.6666667	50815000	2.42325738091683	0.0219622668156492
989.52943	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	0	10983000	15295000	8759333.33333333	10983000	2.04409688526587	0.0723981662457346
1448.7412	"O89023"	"Tripeptidyl-peptidase 1"	"Tpp1"	35176000	9263800	24159000	22866266.6666667	24159000	3.03982351337523	0.00462126200468225
1510.7854	"Q8C0E2"	"Vacuolar protein sorting-associated protein 26B"	"Vps26b"	5289100	3885100	6000700	5058300	5289100	2.27422730578664	0.0298969850369752
795.41669	"P16675"	"Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain"	"Ctsa"	45842000	21527000	37396000	34921666.6666667	37396000	4.43019700571127	7.8043573365596e-05
1117.6206	"P06797"	"Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain"	"Ctsl"	16383000	4021400	8567000	9657133.33333333	8567000	2.90599325050422	0.00900141576710923
1318.7133	"Q9JKF1"	"Ras GTPase-activating-like protein IQGAP1"	"Iqgap1"	16051000	8772600	10645000	11822866.6666667	10645000	1.94961113266697	0.0605792183466374
1453.6912	"Q9EQK5"	"Major vault protein"	"Mvp"	2695600	4250900	7305800	4750766.66666667	4250900	2.26282410033025	0.0329342262905475
1488.7824	"A6X935"	"Inter alpha-trypsin inhibitor, heavy chain 4"	"Itih4"	14488000	13190000	33627000	20435000	14488000	3.65151437302146	0.000848327991556643
1636.8766	"P19324"	"Serpin H1"	"Serpinh1"	17486000	29641000	40039000	29055333.3333333	29641000	3.31984250982124	0.00220185525738141
1009.5597	"Q8C0L6"	"Peroxisomal N(1)-acetyl-spermine/spermidine oxidase"	"Paox"	0	2651200	7990800	3547333.33333333	2651200	2.03443077258674	0.0569645994009306
1824.0073	"Q00612"	"Glucose-6-phosphate 1-dehydrogenase X"	"G6pdx"	0	12050000	35227000	15759000	12050000	3.04205540114406	0.010833549045136
2194.1845	"P26039"	"Talin-1"	"Tln1"	23698000	15417000	32160000	23758333.3333333	23698000	2.60845442564228	0.013603883478731
1050.5168	"Q9ESB3"	"Histidine-rich glycoprotein"	"Hrg"	0	3653100	4947700	2866933.33333333	3653100	2.3242882945749	0.0286805340408826
1077.5311	"P46656"	"Adrenodoxin, mitochondrial"	"Fdx1"	110580000	53568000	151420000	105189333.333333	110580000	4.19907591838943	0.000242798323130891
1442.7729	"Q61235"	"Beta-2-syntrophin"	"Sntb2"	4588700	3638000	5169500	4465400	4588700	3.2883778630322	0.00338694202533524
1446.6739	"P06728"	"Apolipoprotein A-IV"	"Apoa4"	61509000	99154000	166800000	109154333.333333	99154000	2.61666258706042	0.0134008127528116
1253.5598	"P20152"	"Vimentin"	"Vim"	254510000	150590000	282820000	229306666.666667	254510000	3.32078256543378	0.00245253014590547
2907.5131	"O08756"	"3-hydroxyacyl-CoA dehydrogenase type-2"	"Hsd17b10"	40189000	34372000	141930000	72163666.6666667	40189000	2.17130973900868	0.0420599886855468
1252.6564	"Q62422"	"Osteoclast-stimulating factor 1"	"Ostf1"	11277000	0	17538000	9605000	11277000	1.80534938542444	0.113106757289602
1539.7967	"Q01853"	"Transitional endoplasmic reticulum ATPase"	"Vcp"	161810000	74627000	178850000	138429000	161810000	3.05896427617801	0.0104986030087547
1007.4594	"Q9D8U8"	"Sorting nexin-5;Sorting nexin-6;Sorting nexin-6, N-terminally processed"	"Snx5;Snx6"	13544000	8137100	17624000	13101700	13544000	3.40882535703116	0.00304231460575301
2108.9473	"P63158"	"High mobility group protein B1"	"Hmgb1"	11555000	3988500	16647000	10730166.6666667	11555000	2.24837229634505	0.043883556101402
1721.8294	"O08756"	"3-hydroxyacyl-CoA dehydrogenase type-2"	"Hsd17b10"	20452000	14232000	25718000	20134000	20452000	1.69882280683313	0.107387338527011
1392.6997	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	8824100	8238000	10117000	9059700	8824100	2.04841041887794	0.0494450334685581
935.50763	"Q9DCJ9"	"N-acetylneuraminate lyase"	"Npl"	22771000	12702000	33919000	23130666.6666667	22771000	2.06992859385441	0.0481859254811925
1847.9703	"Q04447"	"Creatine kinase B-type"	"Ckb"	307580000	83064000	38481000	143041666.666667	83064000	3.01359422070814	0.00883504659371376
1492.7198	"Q60597"	"2-oxoglutarate dehydrogenase, mitochondrial"	"Ogdh"	0	16806000	29815000	15540333.3333333	16806000	1.5228581133248	0.191743392034977
2930.467	"Q6P5F9"	"Exportin-1"	"Xpo1"	14863000	1872400	0	5578466.66666667	1872400	1.51754203083036	0.175199415070936
1097.5717	"Q93092"	"Transaldolase"	"Taldo1"	35769000	26369000	41491000	34543000	35769000	2.10529365209327	0.0477841540323111
1144.5877	"Q9JHU4"	"Cytoplasmic dynein 1 heavy chain 1"	"Dync1h1"	13727000	3941900	12315000	9994633.33333333	12315000	1.78767011893418	0.0896297420192212
1185.6605	"Q9D1A2"	"Cytosolic non-specific dipeptidase"	"Cndp2"	55551000	26206000	27354000	36370333.3333333	27354000	2.09748491971412	0.0454396194298709
754.3722	"P40142"	"Transketolase"	"Tkt"	13314000	11407000	16784000	13835000	13314000	1.51654313766577	0.149455008275969
910.48723	"Q91V92"	"ATP-citrate synthase"	"Acly"	4049900	5504600	23046000	10866833.3333333	5504600	2.34902519264855	0.0317602372553655
995.47846	"Q8BP92"	"Reticulocalbin-2"	"Rcn2"	0	4934000	16125000	7019666.66666667	4934000	1.83142953384	0.0900244607266092
905.49707	"Q64314"	"Hematopoietic progenitor cell antigen CD34"	"Cd34"	10357000	16254000	11531000	12714000	11531000	1.83701865916237	0.0751776391121385
1120.6128	"Q62393"	"Tumor protein D52"	"Tpd52"	8648800	7659300	13956000	10088033.3333333	8648800	2.07849558544696	0.0459376327357693
1414.782	"Q9JKF1"	"Ras GTPase-activating-like protein IQGAP1"	"Iqgap1"	10133000	12751000	16774000	13219333.3333333	12751000	2.28449049724202	0.0305304235130386
1120.6281	"Q9JLQ0"	"CD2-associated protein"	"Cd2ap"	0	2298500	4847700	2382066.66666667	2298500	1.65898936721209	0.10990018291785
1656.8505	"Q8BTI8"	"Serine/arginine repetitive matrix protein 2"	"Srrm2"	9674100	4461400	9134200	7756566.66666667	9134200	2.19600152646537	0.0391286802823658
1138.671	"Q9WVJ3"	"Carboxypeptidase Q"	"Cpq"	50960000	16908000	23080000	30316000	23080000	1.86387981960435	0.114859058466002
1029.607	"Q9CYZ2"	"Tumor protein D54"	"Tpd52l2"	10088000	9317700	15252000	11552566.6666667	10088000	1.5419112720687	0.134862979133564
1023.4808	"Q60854"	"Serpin B6"	"Serpinb6"	57500000	43017000	54407000	51641333.3333333	54407000	3.53044972703439	0.00226713848764132
1078.6097	"A6X935"	"Inter alpha-trypsin inhibitor, heavy chain 4"	"Itih4"	0	15431000	19821000	11750666.6666667	15431000	2.22120726737665	0.0534999039023494
1508.7915	"P08030"	"Adenine phosphoribosyltransferase"	"Aprt"	20217000	4554400	6325800	10365733.3333333	6325800	1.87767381729077	0.0899025629588373
947.47125	"Q62425"	"Cytochrome c oxidase subunit NDUFA4"	"Ndufa4"	18111000	12724000	38269000	23034666.6666667	18111000	1.84273032938373	0.0821871462599201
785.43955	"P01027"	"Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2"	"C3"	12659000	26704000	50341000	29901333.3333333	26704000	2.82893114828326	0.00821044157297354
1064.5138	"P01029"	"Complement C4-B;Complement C4 beta chain;Complement C4 alpha chain;C4a anaphylatoxin;Complement C4 gamma chain"	"C4b"	0	2255900	3770800	2008900	2255900	1.71357220165256	0.105617925643981
1726.8018	"Q07076"	"Annexin A7"	"Anxa7"	15553000	6185700	6673000	9470566.66666667	6673000	1.93070940414504	0.0686521376888235
2130.0627	"Q08091"	"Calponin-1"	"Cnn1"	2236100	15960000	0	6065366.66666667	2236100	1.72698426141054	0.117158039216976
1432.7813	"Q9QZ82"	"Cholesterol side-chain cleavage enzyme, mitochondrial"	"Cyp11a1"	192180000	99582000	280300000	190687333.333333	192180000	3.58703205969795	0.00108864758927152
1606.7839	"P04117"	"Fatty acid-binding protein, adipocyte"	"Fabp4"	78226000	77845000	9383800	55151600	77845000	4.21784496879559	0.000220834461647731
1054.5771	"Q61578"	"NADPH:adrenodoxin oxidoreductase, mitochondrial"	"Fdxr"	25746000	14483000	38758000	26329000	25746000	2.3209145917018	0.0292093395599947
1885.7854	"Q8BSY0"	"Aspartyl/asparaginyl beta-hydroxylase"	"Asph"	4454500	4811400	3712100	4326000	4454500	1.54113492076692	0.136720931502328
853.46577	"P97807"	"Fumarate hydratase, mitochondrial"	"Fh"	8086000	693170	9771000	6183390	8086000	2.05961836882698	0.0893069620165179
2099.08	"Q80YC5"	"Coagulation factor XII;Coagulation factor XIIa heavy chain;Coagulation factor XIIa light chain"	"F12"	5659300	9946300	2932900	6179500	5659300	1.77949757208951	0.0877795938362787
1450.7932	"Q3TPX4"	"Exocyst complex component 5"	"Exoc5"	4364600	2125400	4908900	3799633.33333333	4364600	1.83306488230014	0.0836010901272647
3172.7244	"Q61247"	"Alpha-2-antiplasmin"	"Serpinf2"	0	22550000	5978600	9509533.33333333	5978600	1.51042893335338	0.175503791643261
1508.8021	"Q8CAQ8"	"MICOS complex subunit Mic60"	"Immt"	31431000	17070000	46263000	31588000	31431000	1.50710242696759	0.154237417526857
1162.6822	"Q9QZ82"	"Cholesterol side-chain cleavage enzyme, mitochondrial"	"Cyp11a1"	14165000	3738600	30759000	16220866.6666667	14165000	3.59190990770432	0.00171747254285446
1719.7965	"P26039"	"Talin-1"	"Tln1"	18553000	9476800	26085000	18038266.6666667	18553000	1.98451260674848	0.0599749323001228
1125.5567	"P02088"	"Hemoglobin subunit beta-1;Hemoglobin subunit beta-2"	"Hbb-b1;Hbb-b2"	481480000	1609500000	1172300000	1087760000	1172300000	2.51297016443675	0.0179945590499234
1225.7646	"Q8BTM8"	"Filamin-A;Filamin-B"	"Flna;Flnb"	0	17033000	13665000	10232666.6666667	13665000	2.29535773177706	0.0414033900949198
1192.6122	"Q8BH61"	"Coagulation factor XIII A chain"	"F13a1"	22569000	18548000	31518000	24211666.6666667	22569000	2.54251219213047	0.0161396191737186
1243.6846	"P54071"	"Isocitrate dehydrogenase [NADP], mitochondrial"	"Idh2"	15448000	12882000	25331000	17887000	15448000	2.08800804464004	0.0456910935453058
2316.2287	"P38060"	"Hydroxymethylglutaryl-CoA lyase, mitochondrial"	"Hmgcl"	0	4208800	6655200	3621333.33333333	4208800	1.6476456459679	0.122326151516531
1048.5012	"P45376"	"Aldose reductase"	"Akr1b1"	70414000	21425000	45836000	45891666.6666667	45836000	2.61697572639396	0.0179182823561871
1144.6856	"Q91YS8"	"Calcium/calmodulin-dependent protein kinase type 1"	"Camk1"	3911800	3180800	4679200	3923933.33333333	3911800	3.40227619090751	0.00172382497984987
1182.6245	"P98078"	"Disabled homolog 2"	"Dab2"	8755800	8485000	16016000	11085600	8755800	3.16733155388586	0.00331627200486195
1209.7267	"Q9JM76"	"Actin-related protein 2/3 complex subunit 3"	"Arpc3"	0	2910600	15807000	6239200	2910600	2.32213838034065	0.0384669066699824
786.42357	"Q61247"	"Alpha-2-antiplasmin"	"Serpinf2"	4306200	8183100	0	4163100	4306200	2.05421091917671	0.060820414336307
967.54508	"P20918"	"Plasminogen;Plasmin heavy chain A;Activation peptide;Angiostatin;Plasmin heavy chain A, short form;Plasmin light chain B"	"Plg"	31057000	33486000	58002000	40848333.3333333	33486000	3.12032691836739	0.00345362777192765
1273.7758	"P54071"	"Isocitrate dehydrogenase [NADP], mitochondrial"	"Idh2"	14530000	15056000	15248000	14944666.6666667	15056000	2.00941276602493	0.0537154592533217
1221.7373	"Q8R121"	"Protein Z-dependent protease inhibitor"	"Serpina10"	0	2846900	1542700	1463200	1542700	1.80507956509438	0.0833341859044712
1112.6554	"Q9Z1R2"	"Large proline-rich protein BAG6"	"Bag6"	12755000	7234000	13542000	11177000	12755000	1.50441965645214	0.195995971701695
1527.8297	"Q9WVA4"	"Transgelin-2"	"Tagln2"	30019000	40402000	57662000	42694333.3333333	40402000	2.40083222623829	0.021978320481847
2565.4418	"Q99K70"	"Ras-related GTP-binding protein C;Ras-related GTP-binding protein D"	"Rragc;Rragd"	15696000	3128000	2671600	7165200	3128000	1.839234067952	0.102310911421883
2000.0367	"P29788"	"Vitronectin"	"Vtn"	0	18716000	29755000	16157000	18716000	2.64473376272508	0.0184483647451279
956.55425	"P35922"	"Fragile X mental retardation protein 1 homolog"	"Fmr1"	6156900	1499500	3360400	3672266.66666667	3360400	1.68182540265811	0.109771210493437
1604.841	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	23352000	19617000	54054000	32341000	23352000	2.07200886077891	0.0517458189716864
1773.8468	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	6306000	8697100	14666000	9889700	8697100	2.46885321081401	0.0208259071043466
1465.7413	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	4749500	20254000	32795000	19266166.6666667	20254000	2.11945584572781	0.0478170137562918
801.45962	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	0	7903500	8846000	5583166.66666667	7903500	1.70996458390737	0.113829136083822
2195.0495	"Q61147"	"Ceruloplasmin"	"Cp"	18562000	34760000	24896000	26072666.6666667	24896000	3.13641364239096	0.00374689797532767
1227.6976	"Q3TYS2"	"Uncharacterized protein C17orf62 homolog"	""	4930300	2958700	5482600	4457200	4930300	1.55209124435286	0.13683368796631
826.52764	"Q9JKF1"	"Ras GTPase-activating-like protein IQGAP1"	"Iqgap1"	9882400	4487300	8988600	7786100	8988600	2.56893989166061	0.015186525200038
751.41161	"P62702"	"40S ribosomal protein S4, X isoform"	"Rps4x"	8523800	8422200	4998900	7314966.66666667	8422200	1.94987950015447	0.0650566029944607
2456.186	"Q60847"	"Collagen alpha-1(XII) chain"	"Col12a1"	6515500	16936000	4227900	9226466.66666667	6515500	1.74600097078965	0.0961830031246914
1701.9375	"Q61263"	"Sterol O-acyltransferase 1"	"Soat1"	10961000	3031800	36170000	16720933.3333333	10961000	3.4777210816478	0.00214837148954794
1228.6299	"Q6A028"	"Switch-associated protein 70"	"Swap70"	0	2288600	2728500	1672366.66666667	2288600	1.90934489040548	0.0656711425399932
1357.7089	"Q99PL5"	"Ribosome-binding protein 1"	"Rrbp1"	0	10890000	7724300	6204766.66666667	7724300	1.73749268102532	0.108469047663861
1487.6861	"Q91VI7"	"Ribonuclease inhibitor"	"Rnh1"	22091000	17061000	40603000	26585000	22091000	1.96489525874807	0.0635605802175679
1059.5131	"P47738"	"Aldehyde dehydrogenase, mitochondrial"	"Aldh2"	71879000	52123000	140340000	88114000	71879000	3.30608695514303	0.00639096001274297
1104.5597	"Q8WUR0"	"Protein C19orf12 homolog"	""	5371900	2970300	8436800	5593000	5371900	2.15154786962875	0.0402785151373854
1204.6492	"Q99J99"	"3-mercaptopyruvate sulfurtransferase"	"Mpst"	6229100	4861500	12988000	8026200	6229100	1.7069770889889	0.104513613710193
1720.8156	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	11747000	14739000	18863000	15116333.3333333	14739000	2.07432059986399	0.0475079281608775
1707.8203	"Q9QXS1"	"Plectin"	"Plec"	14077000	3411700	3756600	7081766.66666667	3756600	1.55602301435465	0.154234191875945
848.45447	"Q9CQW2"	"ADP-ribosylation factor-like protein 8B"	"Arl8b"	6217600	5427700	8100400	6581900	6217600	1.56633214818999	0.132091434831829
1141.6495	"P46460"	"Vesicle-fusing ATPase"	"Nsf"	12579000	8470300	15308000	12119100	12579000	3.73850394748856	0.000767042126618922
915.5277	"P16546"	"Spectrin alpha chain, non-erythrocytic 1"	"Sptan1"	8118300	10661000	16439000	11739433.3333333	10661000	1.98510095062224	0.057105022257055
1614.8101	"Q61249"	"Immunoglobulin-binding protein 1"	"Igbp1"	2234800	2148300	2887500	2423533.33333333	2234800	1.59530936450881	0.126647313906693
882.45593	"Q8CHT0"	"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"	"Aldh4a1"	0	305740	6571900	2292546.66666667	305740	2.12617744545059	0.0597264078475673
1033.5193	"P29391"	"Ferritin light chain 1"	"Ftl1"	555430000	395090000	490560000	480360000	490560000	3.96725456649847	0.000277396124148515
973.47164	"P14733"	"Lamin-B2;Prelamin-A/C;Lamin-A/C;Lamin-B1"	"Lmnb2;Lmna;Lmnb1"	44318000	32765000	74203000	50428666.6666667	44318000	3.53289760637799	0.00341735156200123
1280.7129	"Q61543"	"Golgi apparatus protein 1"	"Glg1"	8751500	5480900	6773700	7002033.33333333	6773700	1.76814588561324	0.0901376978733097
1510.8355	"P01806"	"Ig heavy chain V region 441;Ig heavy chain V region T601;Ig heavy chain V region X44;Ig heavy chain V region J539;Ig heavy chain V region UPC10"	""	10618000	20142000	11655000	14138333.3333333	11655000	4.17006692971959	0.000149305325900628
1228.718	"Q9ESJ0"	"Exportin-4"	"Xpo4"	2844100	672820	1636200	1717706.66666667	1636200	1.82265221501065	0.0821136830110161
1710.908	"Q7TPR4"	"Alpha-actinin-1"	"Actn1"	0	27520000	17020000	14846666.6666667	17020000	2.02556719011088	0.0704124151819532
1014.571	"Q62261"	"Spectrin beta chain, non-erythrocytic 1"	"Sptbn1"	8372300	8693600	9783300	8949733.33333333	8693600	1.84687163570292	0.0750547014651532
1080.5703	"Q9D7N9"	"Adipocyte plasma membrane-associated protein"	"Apmap"	0	4260200	4370600	2876933.33333333	4260200	1.72358892196037	0.116187871441582
839.45414	"Q8K2I3"	"Dimethylaniline monooxygenase [N-oxide-forming] 2"	"Fmo2"	2369200	6606900	8541200	5839100	6606900	2.67614497597597	0.0124564682410541
831.52182	"Q9Z0K8"	"Pantetheinase"	"Vnn1"	2229100	1697300	3767700	2564700	2229100	1.51484558392883	0.146521411802147
1303.6408	"P51863"	"V-type proton ATPase subunit d 1"	"Atp6v0d1"	0	10521000	15571000	8697333.33333333	10521000	1.94072182850167	0.094042437549332
1858.9537	"P26039"	"Talin-1"	"Tln1"	16452000	15125000	15025000	15534000	15125000	2.14719421053515	0.0427220015901635
784.50584	"Q93092"	"Transaldolase"	"Taldo1"	50949000	46555000	70140000	55881333.3333333	50949000	1.52849624521634	0.1461080254921
1653.009	"P02089"	"Hemoglobin subunit beta-2"	"Hbb-b2"	1916200	18486000	4526600	8309600	4526600	2.02888769603041	0.0581541211203564
1713.0124	"P02088"	"Hemoglobin subunit beta-1"	"Hbb-b1"	17244000	42164000	16125000	25177666.6666667	17244000	2.69417467864672	0.0110916278235432
1202.6295	"Q06138"	"Calcium-binding protein 39"	"Cab39"	3619700	3758000	5999500	4459066.66666667	3758000	1.50286155622749	0.151850997826297
1030.5481	"Q04447"	"Creatine kinase B-type"	"Ckb"	69417000	47272000	46908000	54532333.3333333	47272000	3.35178533095303	0.00189832328310523
1363.7421	"P26231"	"Catenin alpha-1"	"Ctnna1"	2816300	2801300	3292300	2969966.66666667	2816300	1.74258809455926	0.093674402790469
1810.9465	"Q62087"	"Serum paraoxonase/lactonase 3"	"Pon3"	10894000	5319700	18503000	11572233.3333333	10894000	2.26861191709494	0.0395151464393772
790.49528	"O88983"	"Syntaxin-8"	"Stx8"	2614200	1808100	3431000	2617766.66666667	2614200	1.8715525316844	0.0747473351638454
1377.6996	"O35945"	"Aldehyde dehydrogenase, cytosolic 1"	"Aldh1a7"	3990200	4556600	5018500	4521766.66666667	4556600	1.92125435915243	0.0661373521024661
1372.8442	"Q3UGR5"	"Haloacid dehalogenase-like hydrolase domain-containing protein 2"	"Hdhd2"	14597000	7638900	14173000	12136300	14173000	1.85736278134335	0.093833746534364
1386.8235	"Q9ERU9"	"E3 SUMO-protein ligase RanBP2"	"Ranbp2"	5199700	2318600	5145700	4221333.33333333	5145700	1.61864906252507	0.121703346508245
