"Mass"	"Uniprot"	"ProteinNames"	"Symbol"	"Intensity.WT_Rep1"	"Intensity.WT_Rep2"	"Intensity.WT_Rep3"	"Mean_wt"	"Median_wt"	"logFC"	"Pvalue_limma"
1490.8093	"Q3TTP0"	"SHC SH2 domain-binding protein 1-like protein"	"Shcbp1l"	19791000	5481500	5025700	10099400	5481500	-1.81353529122293	0.108059108990238
1574.7763	"O70325"	"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial"	"Gpx4"	52685000	6814800	9248700	22916166.6666667	9248700	-2.2015151621016	0.0434416509913249
1442.6249	"P10649"	"Glutathione S-transferase Mu 1"	"Gstm1"	31860000	6076300	15116000	17684100	15116000	-1.85471438300308	0.102287652639307
978.44067	"P35487"	"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial"	"Pdha2"	90787000	23229000	6661900	40225966.6666667	23229000	-1.66770516828606	0.169325486668816
956.46035	"Q8R127"	"Saccharopine dehydrogenase-like oxidoreductase"	"Sccpdh"	45337000	29772000	10637000	28582000	29772000	-1.63737391412502	0.161872049546221
1447.6725	"Q9DAN6"	"Gametocyte-specific factor 1"	"Gtsf1"	10337000	7828900	3214500	7126800	7828900	-1.71183284333928	0.105141863548444
1737.8434	"A2A9I7"	"Doublesex- and mab-3-related transcription factor B1"	"Dmrtb1"	23254000	13019000	8950700	15074566.6666667	13019000	-2.45475360306151	0.0251632983476921
3268.3764	"Q8VIG3"	"Radial spoke head 1 homolog"	"Rsph1"	39871000	24117000	14090000	26026000	24117000	-1.64693116721795	0.117242978640735
943.51609	"P35487"	"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial"	"Pdha2"	54512000	26769000	8671300	29984100	26769000	-1.53649581185638	0.180455567364636
860.43519	"Q02053"	"Ubiquitin-like modifier-activating enzyme 1"	"Uba1"	17960000	6440800	2798300	9066366.66666667	6440800	-1.51416677340226	0.182861451665368
1090.4639	"P17156"	"Heat shock-related 70 kDa protein 2"	"Hspa2"	131030000	79409000	29503000	79980666.6666667	79409000	-2.00121536620644	0.0962564615030328
1758.8424	"A3KGV1"	"Outer dense fiber protein 2"	"Odf2"	59050000	28606000	9574000	32410000	28606000	-1.98173675601153	0.0902341584087943
1489.7148	"Q60662"	"A-kinase anchor protein 4"	"Akap4"	48546000	26111000	9133700	27930233.3333333	26111000	-2.56121674743818	0.0341751769381235
3235.7625	"P17156"	"Heat shock-related 70 kDa protein 2"	"Hspa2"	579340000	125310000	43675000	249441666.666667	125310000	-2.41406544346338	0.0675793208097278
3570.7123	"Q924M7"	"Mannose-6-phosphate isomerase"	"Mpi"	68893000	10193000	19302000	32796000	19302000	-1.63222485285843	0.16649218364849
971.46001	"P49891"	"Estrogen sulfotransferase, testis isoform"	"Sult1e1"	34776000	16297000	9137300	20070100	16297000	-2.69562700606684	0.0113558877383862
969.49198	"Q9DA79"	"Dipeptidase 3"	"Dpep3"	93121000	67891000	23868000	61626666.6666667	67891000	-2.68381006862013	0.0277651614350349
4055.0276	"Q60692"	"Proteasome subunit beta type-6"	"Psmb6"	121900000	21935000	8674200	50836400	21935000	-2.82001700051198	0.0241364828874134
1775.8804	"P49891"	"Estrogen sulfotransferase, testis isoform"	"Sult1e1"	48369000	8956800	3107900	20144566.6666667	8956800	-3.3789632191342	0.0025750396422443
875.41373	"P11438"	"Lysosome-associated membrane glycoprotein 1"	"Lamp1"	18612000	12742000	5788200	12380733.3333333	12742000	-1.69214391178255	0.117524453361975
2495.214	"P16381"	"Putative ATP-dependent RNA helicase Pl10"	"D1Pas1"	17798000	10829000	5027000	11218000	10829000	-1.79509494139045	0.0978759176775734
802.44363	"Q99MD9"	"Nuclear autoantigenic sperm protein"	"Nasp"	34499000	31595000	13722000	26605333.3333333	31595000	-2.14753762448082	0.06291914011128
1304.6765	"P29533"	"Vascular cell adhesion protein 1"	"Vcam1"	18560000	7412300	3041300	9671200	7412300	-1.60800396439225	0.138999273716565
1065.5455	"Q99MD9"	"Nuclear autoantigenic sperm protein"	"Nasp"	34027000	19777000	10166000	21323333.3333333	19777000	-2.06835022681712	0.0740045135228128
1862.8858	"P52194"	"Calmegin"	"Clgn"	27371000	2762600	9961000	13364866.6666667	9961000	-1.79082595803246	0.101675198352833
2471.1387	"Q9D9U4"	"Testis-expressed sequence 22 protein"	"Tex22"	16804000	5331300	2884700	8340000	5331300	-1.88658238729161	0.0812612408099107
2102.981	"E9PY46"	""	"Ift140"	16677000	7837700	3773700	9429466.66666667	7837700	-1.95083539602139	0.0696277066614346
1646.8767	"P29533"	"Vascular cell adhesion protein 1"	"Vcam1"	18638000	28860000	4343300	17280433.3333333	18638000	-2.21534797671703	0.0564068594084861
1636.8494	"O08716"	"Fatty acid-binding protein 9"	"Fabp9"	97072000	61423000	25716000	61403666.6666667	61423000	-2.67369160083935	0.0299353508737064
1386.8123	"Q8BKC5"	"Importin-5"	"Ipo5"	144870000	29976000	10326000	61724000	29976000	-2.24826652713468	0.0712212680005662
1752.0338	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	243930000	31151000	14314000	96465000	31151000	-4.08913388882447	0.000504566289108342
1994.983	"O88987"	"A-kinase anchor protein 3"	"Akap3"	20574000	11186000	6435000	12731666.6666667	11186000	-2.98123068281856	0.00664661190278647
844.35714	"P15265"	"Sperm mitochondrial-associated cysteine-rich protein"	"Smcp"	14211000	26939000	3790600	14980200	14211000	-2.77215150765818	0.0119778246060968
3946.7978	"P24549"	"Retinal dehydrogenase 1"	"Aldh1a1"	138410000	18678000	18693000	58593666.6666667	18693000	-1.78892135121117	0.14587708273496
2660.2251	"P16460"	"Argininosuccinate synthase"	"Ass1"	484610000	87949000	55895000	209484666.666667	87949000	-5.23326373993321	2.26612897465467e-05
1216.6452	"P61079"	"Ubiquitin-conjugating enzyme E2 D2B;Ubiquitin-conjugating enzyme E2 D3"	"Ube2d2b;Ube2d3"	55504000	27152000	13046000	31900666.6666667	27152000	-2.90043341489512	0.014366601517024
947.49238	"Q99MD6"	"Thioredoxin reductase 3"	"Txnrd3"	16620000	14458000	4403200	11827066.6666667	14458000	-2.22873850673747	0.0497726922612417
3264.4906	"Q62252"	"Sperm surface protein Sp17"	"Spa17"	77006000	10619000	21618000	36414333.3333333	21618000	-3.01486613330759	0.00702933988029724
1822.8221	"Q9D424"	"Calcium-binding tyrosine phosphorylation-regulated protein"	"Cabyr"	11433000	6814400	1935400	6727600	6814400	-1.59946545021283	0.129066363403069
1084.5441	"Q9D8N0"	"Elongation factor 1-gamma"	"Eef1g"	47636000	43941000	11135000	34237333.3333333	43941000	-2.17758841169763	0.0755311632736473
1122.5591	"P58252"	"Elongation factor 2"	"Eef2"	57874000	33368000	14540000	35260666.6666667	33368000	-1.58449343726696	0.204570343562226
1539.7205	"G5E8A8"	""	"Tekt5"	14463000	5716400	2252700	7477366.66666667	5716400	-2.21563097756046	0.0407776910527236
2698.3272	"P11983"	"T-complex protein 1 subunit alpha"	"Tcp1"	66280000	14887000	6124600	29097200	14887000	-2.84966895899499	0.0123873840408607
808.39668	"P70385"	"Testosterone 17-beta-dehydrogenase 3"	"Hsd17b3"	10866000	4875300	2351600	6030966.66666667	4875300	-2.90515436036073	0.0067923330327715
1384.7926	"P60122"	"RuvB-like 1"	"Ruvbl1"	12825000	8002800	4433200	8420333.33333333	8002800	-2.23538562161091	0.0385987218693438
829.42938	"Q9Z1L2"	"Synaptogyrin-4"	"Syngr4"	15287000	2522600	814380	6207993.33333333	2522600	-3.02102362931547	0.00880966132959046
3007.5251	"Q9CZS1"	"Aldehyde dehydrogenase X, mitochondrial"	"Aldh1b1"	20264000	14652000	6011700	13642566.6666667	14652000	-3.16540872373985	0.00537717463387626
1455.663	"P00015"	"Cytochrome c, testis-specific"	"Cyct"	26657000	10331000	7386900	14791633.3333333	10331000	-2.13490407717425	0.0456761614621115
1296.7224	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	104250000	55412000	19226000	59629333.3333333	55412000	-4.63898922140441	4.84549372417365e-05
1720.8672	"Q91XQ0"	"Dynein heavy chain 8, axonemal"	"Dnah8"	3418100	2879700	1021600	2439800	2879700	-1.60561229852055	0.144618334608128
3315.5374	"P43024"	"Cytochrome c oxidase subunit 6A1, mitochondrial"	"Cox6a1"	213850000	33740000	22666000	90085333.3333333	33740000	-2.08378662876074	0.118338723113278
995.49977	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	213490000	90894000	34828000	113070666.666667	90894000	-4.73752779796834	4.88860457578893e-05
1063.6277	"Q9D9Q6"	"Calreticulin-3"	"Calr3"	7207200	5625600	2831200	5221333.33333333	5625600	-1.51912444011565	0.15093153958514
1418.7365	"Q7TPM5"	"Uncharacterized protein C9orf9 homolog"	""	74536000	47361000	20729000	47542000	47361000	-1.97732110786614	0.0836008434791792
1554.8446	"Q9QXD6"	"Fructose-1,6-bisphosphatase 1"	"Fbp1"	41879000	25333000	10260000	25824000	25333000	-1.94545082367873	0.0786681038910681
808.33852	"P24549"	"Aldehyde dehydrogenase, cytosolic 1;Retinal dehydrogenase 1"	"Aldh1a7;Aldh1a1"	120920000	76089000	30624000	75877666.6666667	76089000	-2.2511803831232	0.115750825452857
2188.1198	"O88685"	"26S protease regulatory subunit 6A"	"Psmc3"	50960000	20158000	7647700	26255233.3333333	20158000	-2.29113814315256	0.0486720466818597
2497.2172	"Q9D051"	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"	"Pdhb"	55517000	22739000	8758100	29004700	22739000	-1.84460195450408	0.121878453807714
4309.0896	"Q91ZT8"	"Ankyrin repeat and SOCS box protein 9"	"Asb9"	27390000	10638000	6624600	14884200	10638000	-2.33777881368983	0.03757359734765
835.38243	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	104390000	38325000	20197000	54304000	38325000	-4.78284301781044	3.67518053624775e-05
2769.4007	"Q99LX0"	"Protein deglycase DJ-1"	"Park7"	59815000	41359000	16132000	39102000	41359000	-1.65662622137203	0.179192008220661
2632.2082	"Q9EPL9"	"Peroxisomal acyl-coenzyme A oxidase 3"	"Acox3"	26208000	13342000	5369600	14973200	13342000	-1.76561836835782	0.0916877622903965
1680.7705	"P62849"	"40S ribosomal protein S24"	"Rps24"	30814000	11837000	4504500	15718500	11837000	-1.58097195743959	0.167259240445653
2065.0116	"O70133"	"ATP-dependent RNA helicase A"	"Dhx9"	53774000	8359200	7565400	23232866.6666667	8359200	-1.89412716388821	0.093213366462774
2346.1128	"Q8R2G4"	"Ecto-ADP-ribosyltransferase 3"	"Art3"	21925000	26344000	10311000	19526666.6666667	21925000	-1.51392162421092	0.189534951242925
2253.1529	"P62192"	"26S protease regulatory subunit 4"	"Psmc1"	27467000	16840000	6701100	17002700	16840000	-1.59987378489496	0.188431187686204
2911.5477	"Q91VD9"	"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"	"Ndufs1"	27945000	9144900	3068500	13386133.3333333	9144900	-1.73942223469225	0.119666871256847
2478.3159	"Q9D9Q6"	"Calreticulin-3"	"Calr3"	21945000	19712000	7803300	16486766.6666667	19712000	-1.54306862342418	0.148102989381053
815.43888	"P62717"	"60S ribosomal protein L18a"	"Rpl18a"	16344000	2999900	999260	6781053.33333333	2999900	-1.98115011104582	0.0812182277525296
3583.6579	"P36993"	"Protein phosphatase 1B"	"Ppm1b"	18848000	10755000	4798300	11467100	10755000	-2.23184149048349	0.040010125684049
2432.2893	"P61407"	"Tudor domain-containing protein 6"	"Tdrd6"	58996000	10550000	4726000	24757333.3333333	10550000	-1.58267218166195	0.176117119887963
935.4964	"P16460"	"Argininosuccinate synthase"	"Ass1"	113670000	77772000	29030000	73490666.6666667	77772000	-3.77136062564471	0.00211595165323104
772.40792	"Q922R8"	"Protein disulfide-isomerase A6"	"Pdia6"	51151000	35820000	15656000	34209000	35820000	-1.65592426688673	0.163070960601678
3016.4196	"Q8C0M9"	"Isoaspartyl peptidase/L-asparaginase;Isoaspartyl peptidase/L-asparaginase alpha chain;Isoaspartyl peptidase/L-asparaginase beta chain"	"Asrgl1"	102400000	67498000	27706000	65868000	67498000	-1.55639537068884	0.151376672636594
1751.8652	"Q9D0E1"	"Heterogeneous nuclear ribonucleoprotein M"	"Hnrnpm"	69322000	18549000	6966000	31612333.3333333	18549000	-2.18749663808635	0.0527720254797948
1182.5525	"Q9JHW2"	"Omega-amidase NIT2"	"Nit2"	3479800	2093200	1090400	2221133.33333333	2093200	-1.73462768595901	0.110784005876827
1785.9043	"Q8BKC5"	"Importin-5"	"Ipo5"	45746000	15498000	10849000	24031000	15498000	-1.69020897374577	0.135554740087783
920.47158	"P35585"	"AP-1 complex subunit mu-1"	"Ap1m1"	8429300	27351000	14928000	16902766.6666667	14928000	-2.40136784671537	0.0281828628839391
1588.8461	"Q80YT5"	"Spermatogenesis-associated protein 20"	"Spata20"	51673000	31746000	13228000	32215666.6666667	31746000	-2.36336024761592	0.0404499392346464
1887.9877	"Q9ESG2"	"Ropporin-1"	"Ropn1"	122290000	28454000	9127400	53290466.6666667	28454000	-1.52275019527608	0.235673646418382
2039.0535	"Q9JHQ5"	"Leucine zipper transcription factor-like protein 1"	"Lztfl1"	32854000	23817000	10226000	22299000	23817000	-1.53385664275923	0.170798258802095
754.39735	"Q7TPM5"	"Uncharacterized protein C9orf9 homolog"	""	30847000	26694000	10925000	22822000	26694000	-3.01319283529008	0.00685713035812761
1691.9206	"Q924M7"	"Mannose-6-phosphate isomerase"	"Mpi"	58481000	33748000	15331000	35853333.3333333	33748000	-1.89488824262036	0.0952172428826367
1784.9091	"Q01768"	"Nucleoside diphosphate kinase B;Nucleoside diphosphate kinase A"	"Nme2;Nme1"	45975000	5440300	12733000	21382766.6666667	12733000	-2.26509378058077	0.0504130316294221
1117.5186	"O35490"	"Betaine--homocysteine S-methyltransferase 1"	"Bhmt"	141520000	52931000	24603000	73018000	52931000	-4.71617622824372	4.46377807029967e-05
2518.2393	"Q9R0P9"	"Ubiquitin carboxyl-terminal hydrolase isozyme L1"	"Uchl1"	110570000	81861000	41147000	77859333.3333333	81861000	-2.20337299662113	0.104652429064059
1947.9426	"O35226"	"26S proteasome non-ATPase regulatory subunit 4"	"Psmd4"	15497000	9952700	3843000	9764233.33333333	9952700	-1.65895157595691	0.128657004513689
1169.5652	"Q9JMB7"	"Piwi-like protein 1"	"Piwil1"	25384000	10198000	5236700	13606233.3333333	10198000	-1.50754182753451	0.16854041758005
1326.6667	"Q9Z1Q9"	"Valine--tRNA ligase"	"Vars"	26801000	14742000	4651400	15398133.3333333	14742000	-1.75109150219912	0.154705408811324
1109.6267	"Q80YT5"	"Spermatogenesis-associated protein 20"	"Spata20"	8495700	3811000	1144200	4483633.33333333	3811000	-1.66368435887115	0.130023350621932
1669.777	"Q32MG2"	"Spermatid-associated protein"	"Spert"	19418000	6643700	2812900	9624866.66666667	6643700	-1.93768013771559	0.0725973182257406
764.40685	"P17156"	"Heat shock-related 70 kDa protein 2;Heat shock cognate 71 kDa protein"	"Hspa2;Hspa8"	278730000	233440000	120890000	211020000	233440000	-2.59763444216795	0.0443165216020808
805.46979	"P16460"	"Argininosuccinate synthase"	"Ass1"	55312000	27238000	11164000	31238000	27238000	-2.891895094832	0.00816523170355247
824.4756	"Q60662"	"A-kinase anchor protein 4"	"Akap4"	43986000	12882000	4300600	20389533.3333333	12882000	-2.1270129977499	0.0724425683270565
1739.9054	"P09411"	"Phosphoglycerate kinase 2;Phosphoglycerate kinase 1"	"Pgk2;Pgk1"	126990000	89355000	32667000	83004000	89355000	-1.54156823821219	0.190818895293074
2164.9873	"Q9JKB1"	"Ubiquitin carboxyl-terminal hydrolase isozyme L3;Ubiquitin carboxyl-terminal hydrolase isozyme L4"	"Uchl3;Uchl4"	39540000	54813000	18772000	37708333.3333333	39540000	-1.74931878924465	0.153699084167617
1576.8535	"P61407"	"Tudor domain-containing protein 6"	"Tdrd6"	49964000	7992800	2883000	20279933.3333333	7992800	-2.43864470254398	0.0302641116533864
1076.627	"P27786"	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Cyp17a1"	272040000	190680000	81856000	181525333.333333	190680000	-4.949872487119	4.08989999981385e-05
3782.7803	"A6H630"	"Protein-glutamate O-methyltransferase"	"Armt1"	102240000	15166000	5984000	41130000	15166000	-1.91355187777687	0.125362479945753
1669.8253	"P05132"	"cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit beta"	"Prkaca;Prkacb"	30868000	9016600	2919300	14267966.6666667	9016600	-1.91475525116401	0.110850794810706
1419.6493	"O35459"	"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"	"Ech1"	8521900	6419600	3775300	6238933.33333333	6419600	-1.64141415974793	0.137944745365155
841.364	"Q61999"	"Outer dense fiber protein 1"	"Odf1"	46873000	12709000	2361100	20647700	12709000	-2.00832786309087	0.110344988571585
834.36203	"Q64467"	"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific"	"Gapdhs"	27761000	38780000	9248700	25263233.3333333	27761000	-1.56967150967211	0.150351578928807
1321.6588	"Q64514"	"Tripeptidyl-peptidase 2"	"Tpp2"	25590000	15725000	5950200	15755066.6666667	15725000	-1.6122985843358	0.175640889120801
1988.8251	"Q99MD9"	"Nuclear autoantigenic sperm protein"	"Nasp"	21735000	13854000	3376200	12988400	13854000	-1.70674996254213	0.136819037400495
1605.6994	"P35487"	"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial"	"Pdha2"	31807000	8604500	2811800	14407766.6666667	8604500	-1.6901176191346	0.146892958342866
2212.9848	"Q61024"	"Asparagine synthetase [glutamine-hydrolyzing]"	"Asns"	9954000	13615000	6466500	10011833.3333333	9954000	-2.2862445331428	0.0432383462073608
2511.1529	"Q8VIN1"	"Phosphatidylethanolamine-binding protein 2"	"Pbp2"	3794300	19321000	6598500	9904600	6598500	-1.74360312536924	0.109864843988817
2214.0052	"P48774"	"Glutathione S-transferase Mu 5"	"Gstm5"	93830000	29805000	43584000	55739666.6666667	43584000	-1.8185766484799	0.0853822809552909
2661.3432	"P11983"	"T-complex protein 1 subunit alpha"	"Tcp1"	31123000	6321400	10797000	16080466.6666667	10797000	-1.82781707760095	0.117194588832627
1383.6783	"P62259"	"14-3-3 protein epsilon"	"Ywhae"	90706000	34185000	36632000	53841000	36632000	-1.83740422604832	0.116099267328024
2693.3445	"Q9R1P0"	"Proteasome subunit alpha type-4"	"Psma4"	43242000	26609000	10996000	26949000	26609000	-1.80473500779974	0.134596558961885
1952.9125	"A7RDN6"	"Renalase"	"Rnls"	16874000	12679000	5172300	11575100	12679000	-1.70975888703506	0.101132209804404
1824.8213	"Q7TPM5"	"Uncharacterized protein C9orf9 homolog"	""	65156000	32716000	12071000	36647666.6666667	32716000	-1.63803924252183	0.136093320908097
844.39668	"Q8VIG3"	"Radial spoke head 1 homolog"	"Rsph1"	65540000	38120000	17100000	40253333.3333333	38120000	-2.24440016453213	0.062333567483804
2160.9422	"P15626"	"Glutathione S-transferase Mu 2"	"Gstm2"	110190000	15998000	30667000	52285000	30667000	-1.70276716529278	0.11960201237641
2051.0952	"P62827"	"GTP-binding nuclear protein Ran"	"Ran"	130800000	89182000	28819000	82933666.6666667	89182000	-2.09846061576873	0.094730022186143
882.48511	"P32766"	"Cystatin-8"	"Cst8"	12467000	9469100	2750500	8228866.66666667	9469100	-1.81221040652724	0.0952705700162972
2514.2516	"Q8VIG3"	"Radial spoke head 1 homolog"	"Rsph1"	267610000	91548000	61027000	140061666.666667	91548000	-3.10199697873133	0.0169331354026688
918.45593	"P16460"	"Argininosuccinate synthase"	"Ass1"	51570000	25321000	7628700	28173233.3333333	25321000	-1.72764302466948	0.103568362609182
2670.304	"P49891"	"Estrogen sulfotransferase, testis isoform"	"Sult1e1"	91059000	27487000	11083000	43209666.6666667	27487000	-3.16076435269325	0.0040630771544952
1500.772	"Q3TTP0"	"SHC SH2 domain-binding protein 1-like protein"	"Shcbp1l"	53232000	8725800	3735100	21897633.3333333	8725800	-2.16144303284107	0.06990736745061
1906.9941	"P10126"	"Elongation factor 1-alpha 1"	"Eef1a1"	64303000	10310000	16130000	30247666.6666667	16130000	-1.8228270263453	0.115858886161619
